episode,ep_length,outcome,thief_reward,police0_reward,police1_reward,thief_pg_loss,thief_vf_loss,thief_entropy,police0_pg_loss,police0_vf_loss,police0_entropy,police1_pg_loss,police1_vf_loss,police1_entropy,thief_lr,police_lr,eval_catch_rate,eval_escape_rate,eval_trap_rate,eval_timeout_rate,eval_avg_steps
646,4,caught,-99.3,99.7,49.7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
647,19,escaped,106.2,-51.8,-51.8,0.0000,0.1320,0.0761,0.0019,1.2299,0.7934,0.0062,0.0419,0.8924,0.000050,0.000100,,,,,
648,14,escaped,105.7,-51.3,-51.3,-0.0003,0.0500,0.0766,0.0010,0.0522,0.7576,-0.0245,0.1777,0.9275,0.000050,0.000100,,,,,
649,18,escaped,113.3,-51.7,-51.7,-0.0025,0.2026,0.0819,-0.0113,0.0177,0.7692,0.0000,134.7215,0.8494,0.000050,0.000100,,,,,
650,10,escaped,102.1,-50.9,-50.9,0.0000,8.7796,0.1124,0.0030,0.0638,0.8095,0.0045,0.4207,0.8153,0.000050,0.000100,,,,,
651,1,trap,-50.0,-0.1,-0.1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
652,13,escaped,104.8,-51.2,-51.2,-0.0017,0.0224,0.1463,-0.0031,0.0590,0.8827,0.0021,0.2460,0.8353,0.000050,0.000100,,,,,
653,10,escaped,104.1,-50.9,-50.9,-0.0016,0.0207,0.0969,-0.0088,0.0191,0.6839,0.0005,0.0695,0.9725,0.000050,0.000100,,,,,
654,3,caught,-98.2,49.8,99.8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
655,7,escaped,105.4,-50.6,-50.6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
656,5,escaped,101.6,-50.4,-50.4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
657,5,escaped,103.6,-50.4,-50.4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
658,11,escaped,107.0,-51.0,-51.0,-0.0034,0.4832,0.1718,0.0032,0.0142,0.6974,-0.0022,0.0656,0.9080,0.000050,0.000100,,,,,
659,10,escaped,108.1,-50.9,-50.9,0.0000,0.0385,0.0784,-0.0057,0.0519,0.8816,-0.0124,0.0656,0.8231,0.000050,0.000100,,,,,
660,20,escaped,109.1,-51.9,-51.9,-0.0003,0.0875,0.1594,-0.0080,1.1780,0.6062,0.0057,12.0627,0.8564,0.000050,0.000100,,,,,
661,10,escaped,108.1,-50.9,-50.9,-0.0001,0.1585,0.0915,-0.0068,0.0375,0.8674,-0.0097,0.0483,0.8260,0.000050,0.000100,,,,,
662,24,escaped,108.7,-52.3,-52.3,-0.0031,0.2108,0.1176,-0.0002,0.1015,0.7863,0.0003,0.0998,0.8556,0.000050,0.000100,,,,,
663,15,escaped,99.3,-51.4,-51.4,0.0004,17.4949,0.0978,0.0059,148.1054,0.5419,0.0000,159.8868,0.7186,0.000050,0.000100,,,,,
664,5,escaped,103.6,-50.4,-50.4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
665,17,escaped,114.4,-51.6,-51.6,-0.0002,0.1772,0.1578,-0.0029,0.0392,0.6764,0.0028,0.0471,0.9328,0.000050,0.000100,,,,,
666,8,escaped,106.3,-50.7,-50.7,-0.0000,0.0240,0.0827,0.0000,0.0457,0.8167,-0.0104,0.0545,0.8486,0.000050,0.000100,,,,,
667,7,escaped,105.4,-50.6,-50.6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
668,20,escaped,117.1,-51.9,-51.9,-0.0001,0.1148,0.1142,-0.0023,0.0356,0.6824,-0.0085,0.0335,0.9245,0.000050,0.000100,,,,,
669,1,caught,-100.0,50.0,100.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
670,24,escaped,99.4,-52.3,-52.3,0.0001,13.6473,0.0824,0.0007,0.1528,0.7800,-0.0077,0.0755,0.9116,0.000050,0.000100,,,,,
671,15,escaped,108.6,-51.4,-51.4,-0.0002,0.0847,0.0797,-0.0026,0.0208,0.7396,-0.0010,0.0241,0.9509,0.000050,0.000100,,,,,
672,6,escaped,104.5,-50.5,-50.5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
673,10,escaped,106.1,-50.9,-50.9,-0.0003,0.0293,0.1045,0.0026,0.0458,0.8679,-0.0141,0.1147,0.7852,0.000050,0.000100,,,,,
674,12,escaped,107.9,-51.1,-51.1,-0.0062,0.0574,0.1707,-0.0053,0.0072,0.6982,-0.0083,0.0348,0.9093,0.000050,0.000100,,,,,
675,10,escaped,108.1,-50.9,-50.9,-0.0018,2.1066,0.1725,-0.0068,0.0208,0.8026,-0.0062,0.0366,0.8190,0.000050,0.000100,,,,,
676,27,escaped,92.8,-52.6,-52.6,0.0003,206.1510,0.0718,-0.0101,67.4119,0.6507,0.0095,88.7658,0.9056,0.000050,0.000100,,,,,
677,12,escaped,105.9,-51.1,-51.1,-0.0000,0.0909,0.1137,0.0026,1.1686,0.6397,-0.0071,5.7348,0.9908,0.000050,0.000100,,,,,
678,14,escaped,109.7,-51.3,-51.3,0.0000,0.1027,0.0943,-0.0004,0.1703,0.8278,0.0262,1.7171,0.7158,0.000050,0.000100,,,,,
679,66,escaped,85.2,-56.5,-56.5,-0.0035,6.6240,0.0204,0.0161,38.3578,0.9016,0.0005,37.1078,0.5235,0.000050,0.000100,,,,,
680,5,escaped,101.6,-50.4,-50.4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
681,15,escaped,99.3,-51.4,-51.4,-0.0013,8.0463,0.1502,-0.0090,0.3731,0.8677,0.0045,1.1762,0.6497,0.000050,0.000100,,,,,
682,60,caught,-92.9,44.1,94.1,-0.0000,29.3280,0.0820,-0.0015,25.7849,0.2640,-0.0041,4.7341,0.4592,0.000050,0.000100,,,,,
683,22,escaped,112.9,-52.1,-52.1,-0.0000,0.2591,0.0620,-0.0028,0.0831,0.8528,-0.0071,0.0775,0.6764,0.000050,0.000100,,,,,
684,61,escaped,92.7,-56.0,-56.0,-0.0002,7.5646,0.0754,-0.0001,0.5835,0.6049,-0.0032,0.4658,0.9195,0.000050,0.000100,,,,,
685,23,escaped,99.8,-52.2,-52.2,-0.0001,0.0957,0.0745,-0.0037,0.1068,0.7717,-0.0153,0.0563,0.7579,0.000050,0.000100,,,,,
686,18,escaped,115.3,-51.7,-51.7,-0.0045,0.2536,0.1607,-0.0024,0.0775,0.6222,-0.0007,0.0650,0.8180,0.000050,0.000100,,,,,
687,15,escaped,112.6,-51.4,-51.4,-0.0001,0.0200,0.0801,-0.0084,0.0450,0.8418,0.0012,0.1337,0.6699,0.000050,0.000100,,,,,
688,7,escaped,105.4,-50.6,-50.6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
689,31,escaped,115.0,-53.0,-53.0,0.0000,2.5355,0.0481,-0.0014,0.1800,0.5974,-0.0082,0.4414,0.8636,0.000050,0.000100,,,,,
690,3,escaped,101.8,-50.2,-50.2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
691,32,escaped,97.3,-53.1,-53.1,-0.0000,24.6027,0.2235,-0.0101,2.5505,0.5691,-0.0066,1.9222,0.7927,0.000050,0.000100,,,,,
692,13,escaped,110.8,-51.2,-51.2,-0.0001,0.0574,0.1228,-0.0099,0.0431,0.5793,0.0001,96.1135,0.8297,0.000050,0.000100,,,,,
693,54,escaped,99.7,-55.3,-55.3,-0.0000,1.6390,0.0890,0.0005,0.4863,0.5848,0.0002,0.5194,0.9717,0.000050,0.000100,,,,,
694,13,escaped,110.8,-51.2,-51.2,-0.0000,0.2597,0.0819,0.0004,0.0782,0.7911,-0.0016,0.0601,0.6853,0.000050,0.000100,,,,,
695,115,escaped,53.4,-61.4,-61.4,0.0030,30.5395,0.1621,0.0029,0.7461,0.7344,-0.0062,0.7040,0.7855,0.000050,0.000100,,,,,
696,66,escaped,112.5,-56.5,-56.5,-0.0158,2.4307,0.0859,0.0046,0.2542,0.5747,0.0010,0.2728,0.6977,0.000050,0.000100,,,,,
697,10,escaped,106.1,-50.9,-50.9,-0.0000,4.8605,0.0940,-0.0045,0.3724,0.6615,-0.0027,0.1617,0.7761,0.000050,0.000100,,,,,
698,5,escaped,103.6,-50.4,-50.4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
699,71,escaped,97.7,-57.0,-57.0,0.0107,85.9912,0.0606,-0.0158,21.9945,0.5407,0.0201,14.6878,0.6724,0.000050,0.000100,,,,,
700,12,escaped,105.9,-51.1,-51.1,0.0000,0.0798,0.0756,0.0005,0.1629,0.5176,-0.0018,0.6904,0.8747,0.000050,0.000100,,,,,
701,81,escaped,96.0,-58.0,-58.0,0.0104,1.0502,0.0995,0.0707,0.6025,0.8266,-0.0091,0.5573,0.6230,0.000050,0.000100,,,,,
702,26,escaped,107.2,-52.5,-52.5,0.0001,8.1112,0.2371,-0.0009,0.3433,0.4998,0.0006,0.2002,0.6928,0.000050,0.000100,,,,,
703,17,escaped,101.1,-51.6,-51.6,-0.0001,15.1276,0.1024,-0.0010,0.1066,0.5264,-0.0018,0.1013,0.8202,0.000050,0.000100,,,,,
704,24,escaped,107.4,-52.3,-52.3,0.0000,10.4779,0.0685,-0.0020,0.0862,0.5252,-0.0057,0.1019,0.7068,0.000050,0.000100,,,,,
705,3,caught,-98.2,99.8,49.8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
706,19,escaped,90.9,-51.8,-51.8,-0.0007,279.5543,0.0534,0.0010,67.7158,0.7320,-0.0032,60.8138,0.7057,0.000050,0.000100,,,,,
707,104,escaped,88.1,-60.3,-60.3,-0.0006,17.2629,0.0804,-0.0228,1.0058,0.7087,-0.0210,2.5787,0.7070,0.000050,0.000100,,,,,
708,16,escaped,111.5,-51.5,-51.5,-0.0001,0.0859,0.2184,0.0046,0.0991,0.5246,-0.0330,32.8508,0.8418,0.000050,0.000100,,,,,
709,17,escaped,114.4,-51.6,-51.6,-0.0009,0.0873,0.1002,-0.0005,0.0404,0.5121,0.0156,7.6053,0.7434,0.000050,0.000100,,,,,
710,9,escaped,103.2,-50.8,-50.8,-0.0010,0.0167,0.1328,-0.0109,0.1696,0.5984,0.0043,0.9950,0.7962,0.000050,0.000100,,,,,
711,17,escaped,99.1,-51.6,-51.6,0.0002,6.7158,0.0886,0.0012,0.4537,0.5198,-0.0051,25.2905,0.8656,0.000050,0.000100,,,,,
712,5,caught,-96.4,99.6,49.6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
713,1,escaped,100.0,-50.0,-50.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
714,7,caught,-96.6,49.4,99.4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
715,15,escaped,108.6,-51.4,-51.4,-0.0001,0.7041,0.1066,-0.0021,0.3500,0.6880,-0.0030,0.1969,0.7508,0.000050,0.000100,,,,,
716,15,caught,-100.7,98.6,48.6,-0.0040,292.4896,0.1627,-0.0005,300.0594,0.9357,0.0024,85.9868,0.6032,0.000050,0.000100,,,,,
717,2,caught,-101.1,99.9,49.9,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
718,21,escaped,102.0,-52.0,-52.0,-0.0000,0.0992,0.0528,-0.0005,0.0717,0.8043,-0.0026,0.0840,0.7272,0.000050,0.000100,,,,,
719,18,escaped,109.3,-51.7,-51.7,-0.0027,0.0925,0.0895,-0.0000,0.0439,0.6000,-0.0002,0.0173,0.8617,0.000050,0.000100,,,,,
720,13,escaped,108.8,-51.2,-51.2,-0.0003,396.2265,0.1900,0.0274,117.1461,0.6181,-0.0126,96.9616,0.8505,0.000050,0.000100,,,,,
721,54,escaped,87.8,-55.3,-55.3,0.0001,17.9574,0.2323,0.0090,22.7641,0.5631,0.0083,36.5339,0.9745,0.000050,0.000100,,,,,
722,19,escaped,114.2,-51.8,-51.8,-0.0009,0.0730,0.0774,0.0012,3.5329,0.5709,-0.0015,0.0724,0.8415,0.000050,0.000100,,,,,
723,124,escaped,49.1,-62.3,-62.3,-0.0012,42.1928,0.0891,0.0036,1.7842,0.3156,0.0027,1.8369,0.5240,0.000050,0.000100,,,,,
724,4,escaped,102.7,-50.3,-50.3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
725,14,escaped,107.7,-51.3,-51.3,-0.0000,0.4163,0.0613,-0.0028,0.0266,0.5749,-0.0132,0.0401,0.9398,0.000050,0.000100,,,,,
726,58,escaped,84.3,-55.7,-55.7,0.0000,8.1896,0.0131,0.0006,0.3940,0.9248,-0.0025,0.3911,0.5449,0.000050,0.000100,,,,,
727,6,escaped,104.5,-50.5,-50.5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
728,31,escaped,101.0,-53.0,-53.0,-0.0012,0.3812,0.2737,-0.0036,14.6291,0.5196,-0.0139,33.7596,0.8172,0.000050,0.000100,,,,,
729,11,escaped,107.0,-51.0,-51.0,-0.0045,0.2774,0.1814,-0.0018,0.1356,0.6811,-0.0138,0.1354,0.8223,0.000050,0.000100,,,,,
730,19,escaped,108.9,-51.8,-51.8,-0.0006,2.3451,0.2013,0.0007,0.0385,0.5860,-0.0184,0.0375,0.8795,0.000050,0.000100,,,,,
731,11,caught,-93.0,49.0,99.0,0.0001,482.3371,0.2081,-0.0000,117.3691,0.5674,-0.0074,454.1521,0.8380,0.000050,0.000100,,,,,
732,17,escaped,97.1,-51.6,-51.6,-0.0005,5.8222,0.1863,-0.0085,0.0887,0.4847,0.0068,7.7723,0.8944,0.000050,0.000100,,,,,
733,16,escaped,111.5,-51.5,-51.5,-0.0004,322.6938,0.1621,-0.0047,135.7929,0.5504,0.0003,72.3535,0.8376,0.000050,0.000100,,,,,
734,7,escaped,103.4,-50.6,-50.6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
735,24,escaped,110.7,-52.3,-52.3,-0.0042,0.2297,0.2593,0.0009,0.7129,0.4333,-0.0004,1.7954,0.7843,0.000050,0.000100,,,,,
736,15,escaped,89.3,-51.4,-51.4,0.0001,13.4966,0.0373,-0.0004,0.0793,0.6443,0.0020,0.2561,0.7427,0.000050,0.000100,,,,,
737,60,escaped,97.8,-55.9,-55.9,-0.0004,94.9412,0.0616,0.0011,39.3354,0.2493,-0.0035,24.9492,0.4667,0.000050,0.000100,,,,,
738,63,escaped,101.8,-56.2,-56.2,-0.0002,1.2428,0.0560,-0.0007,2.2502,0.3134,-0.0032,1.4986,0.6810,0.000050,0.000100,,,,,
739,5,caught,-98.4,99.6,49.6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
740,15,escaped,106.6,-51.4,-51.4,-0.0003,0.0595,0.0936,0.0006,0.1283,0.7208,-0.0039,0.0973,0.7057,0.000050,0.000100,,,,,
741,11,escaped,105.0,-51.0,-51.0,0.0000,0.4378,0.0967,-0.0025,0.1850,0.7370,-0.0103,0.1682,0.6989,0.000050,0.000100,,,,,
742,19,escaped,110.2,-51.8,-51.8,-0.0008,0.3931,0.1439,-0.0000,0.0306,0.4584,-0.0023,0.0279,0.8982,0.000050,0.000100,,,,,
743,10,escaped,108.1,-50.9,-50.9,-0.0029,0.1054,0.1152,-0.0024,0.1130,0.6678,-0.0057,0.1047,0.7690,0.000050,0.000100,,,,,
744,14,escaped,105.7,-51.3,-51.3,-0.0007,20.0238,0.3242,-0.0017,0.0944,0.7538,-0.0097,0.0588,0.6554,0.000050,0.000100,,,,,
745,1,caught,-100.0,50.0,100.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
746,52,escaped,102.6,-55.1,-55.1,0.0000,7.0455,0.2424,-0.0001,0.4665,0.5869,0.0146,0.6665,0.9106,0.000050,0.000100,,,,,
747,2,caught,-99.1,99.9,49.9,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
748,58,escaped,97.3,-55.7,-55.7,-0.0002,0.6902,0.1211,-0.0001,38.3570,0.4919,-0.0074,16.9749,0.9391,0.000050,0.000100,,,,,
749,11,escaped,107.0,-51.0,-51.0,-0.0019,0.0567,0.1264,-0.0117,0.0951,0.7832,-0.0040,0.0626,0.6248,0.000050,0.000100,,,,,
750,13,escaped,98.8,-51.2,-51.2,-0.0021,0.1184,0.1316,0.0011,0.0272,0.7479,-0.0019,0.0248,0.6687,0.000050,0.000100,,,,,
751,65,escaped,107.6,-56.4,-56.4,-0.0098,2.4778,0.1316,0.0037,0.5045,0.5743,0.0042,73.7697,0.7649,0.000050,0.000100,,,,,
752,5,escaped,103.6,-50.4,-50.4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
753,8,escaped,106.3,-50.7,-50.7,0.0000,0.0791,0.1352,-0.0031,0.0830,0.7592,0.0004,0.0550,0.7081,0.000050,0.000100,,,,,
754,16,escaped,111.5,-51.5,-51.5,-0.0004,0.0627,0.1337,-0.0020,0.1604,0.6580,-0.0055,0.0332,0.7928,0.000050,0.000100,,,,,
755,115,escaped,87.3,-61.4,-61.4,0.0101,26.2542,0.1023,0.0071,0.9247,0.5968,-0.0024,0.7417,0.8942,0.000050,0.000100,,,,,
756,17,escaped,110.4,-51.6,-51.6,-0.0000,0.8745,0.0674,-0.0050,0.0576,0.7209,-0.0009,0.0386,0.7538,0.000050,0.000100,,,,,
757,12,escaped,109.9,-51.1,-51.1,-0.0027,0.0936,0.2802,-0.0045,0.0976,0.6849,-0.0164,0.0497,0.8509,0.000050,0.000100,,,,,
758,11,caught,-99.0,99.0,49.0,-0.0003,366.0316,0.0576,-0.0001,432.1799,0.7017,0.0059,119.4080,0.7150,0.000050,0.000100,,,,,
759,15,escaped,112.6,-51.4,-51.4,0.0000,0.1578,0.0892,-0.0032,0.0790,0.7354,-0.0027,0.1045,0.7608,0.000050,0.000100,,,,,
760,53,escaped,104.8,-55.2,-55.2,-0.0003,1.3213,0.3072,-0.0010,0.5559,0.6809,-0.0007,0.5712,0.8967,0.000050,0.000100,,,,,
761,1,caught,-100.0,50.0,100.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
762,17,escaped,97.1,-51.6,-51.6,0.0000,11.9063,0.0527,-0.0006,0.0918,0.8431,-0.0021,0.0419,0.4950,0.000050,0.000100,,,,,
763,5,caught,-98.4,99.6,49.6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
764,11,escaped,103.0,-51.0,-51.0,-0.0001,0.3149,0.0597,-0.0080,0.0492,0.8034,-0.0079,0.0375,0.5960,0.000050,0.000100,,,,,
765,59,caught,-99.1,44.2,94.2,-0.0002,91.3340,0.1241,0.0004,21.8954,0.6473,0.0005,78.5712,0.8403,0.000050,0.000100,,,,,
766,7,escaped,105.4,-50.6,-50.6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
767,12,escaped,109.9,-51.1,-51.1,-0.0001,0.1679,0.1958,-0.0011,0.0130,0.6950,-0.0010,1.2555,0.7723,0.000050,0.000100,,,,,
768,9,escaped,107.2,-50.8,-50.8,-0.0005,0.0652,0.1567,-0.0094,0.0200,0.7407,-0.0007,0.3183,0.7661,0.000050,0.000100,,,,,
769,15,escaped,112.6,-51.4,-51.4,0.0001,0.1524,0.1322,0.0019,0.0405,0.7396,-0.0003,0.0750,0.7497,0.000050,0.000100,,,,,
770,11,escaped,109.0,-51.0,-51.0,-0.0001,0.0717,0.1186,-0.0049,0.0217,0.7114,-0.0091,0.0363,0.8133,0.000050,0.000100,,,,,
771,14,escaped,103.7,-51.3,-51.3,-0.0001,0.0559,0.1093,-0.0028,0.0453,0.8414,-0.0020,0.0437,0.6079,0.000050,0.000100,,,,,
772,10,escaped,108.1,-50.9,-50.9,-0.0001,0.0732,0.0741,-0.0142,0.0555,0.7962,-0.0111,0.0308,0.6769,0.000050,0.000100,,,,,
773,20,escaped,113.1,-51.9,-51.9,-0.0032,0.0579,0.1473,-0.0019,0.0419,0.8093,0.0003,0.0505,0.6291,0.000050,0.000100,,,,,
774,10,escaped,108.1,-50.9,-50.9,-0.0000,0.0361,0.0513,-0.0014,0.0558,0.7840,-0.0023,0.0314,0.6567,0.000050,0.000100,,,,,
775,13,escaped,106.8,-51.2,-51.2,-0.0028,0.0298,0.1145,-0.0014,0.0252,0.7970,-0.0006,0.0201,0.6299,0.000050,0.000100,,,,,
776,16,escaped,109.5,-51.5,-51.5,-0.0000,0.0364,0.0512,0.0037,0.0531,0.7523,0.0010,0.0190,0.6441,0.000050,0.000100,,,,,
777,12,escaped,109.9,-51.1,-51.1,-0.0004,0.0562,0.1322,-0.0037,0.0146,0.6676,-0.0013,0.0181,0.7161,0.000050,0.000100,,,,,
778,9,escaped,107.2,-50.8,-50.8,-0.0000,0.0329,0.0713,-0.0034,0.0807,0.8268,-0.0001,0.1971,0.5864,0.000050,0.000100,,,,,
779,19,escaped,114.2,-51.8,-51.8,-0.0012,271.8745,0.1359,-0.0130,103.6193,0.7105,-0.0018,91.8567,0.6508,0.000050,0.000100,,,,,
780,13,escaped,110.8,-51.2,-51.2,0.0000,0.0628,0.0983,-0.0025,0.1107,0.7267,-0.0030,0.0082,0.6823,0.000050,0.000100,,,,,
781,53,escaped,92.2,-55.2,-55.2,-0.0002,17.7819,0.2626,0.0005,0.6916,0.6899,0.0002,1.1237,0.7568,0.000050,0.000100,,,,,
782,11,escaped,99.0,-51.0,-51.0,-0.0000,0.1887,0.0709,-0.0051,0.0244,0.8545,-0.0030,0.0310,0.5882,0.000050,0.000100,,,,,
783,6,escaped,104.5,-50.5,-50.5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
784,8,caught,-93.7,99.3,49.3,-0.0000,665.6239,0.0936,0.0044,633.1228,0.9340,-0.0068,158.5905,0.4114,0.000050,0.000100,,,,,
785,25,escaped,98.3,-52.4,-52.4,-0.0002,11.4877,0.1388,-0.0023,1.6395,0.5976,0.0009,0.6280,0.5998,0.000050,0.000100,,,,,
786,20,escaped,109.1,-51.9,-51.9,-0.0018,0.1467,0.1646,-0.0027,0.1202,0.7759,-0.0032,0.0468,0.7032,0.000050,0.000100,,,,,
787,9,escaped,101.2,-50.8,-50.8,-0.0000,0.1049,0.0725,-0.0029,0.0237,0.8840,-0.0089,0.0212,0.6454,0.000050,0.000100,,,,,
788,14,escaped,111.7,-51.3,-51.3,-0.0000,0.0427,0.0914,-0.0048,0.0149,0.8166,-0.0075,0.0161,0.7540,0.000050,0.000100,,,,,
789,18,escaped,103.3,-51.7,-51.7,-0.0022,0.0712,0.1584,0.0008,0.0420,0.9532,-0.0014,0.0778,0.5089,0.000050,0.000100,,,,,
790,24,escaped,108.7,-52.3,-52.3,-0.0001,1.1797,0.0736,0.0021,1.0339,0.5673,-0.0022,196.5900,0.5707,0.000050,0.000100,,,,,
791,22,escaped,106.9,-52.1,-52.1,-0.0000,4.5468,0.0292,-0.0010,0.0814,0.9647,-0.0030,0.0830,0.4733,0.000050,0.000100,,,,,
792,18,escaped,115.3,-51.7,-51.7,-0.0004,0.0793,0.1922,0.0006,0.0415,0.8220,-0.0029,0.0315,0.7164,0.000050,0.000100,,,,,
793,12,escaped,105.9,-51.1,-51.1,-0.0001,0.0149,0.0906,-0.0075,0.0361,0.9411,-0.0027,0.0244,0.6111,0.000050,0.000100,,,,,
794,9,escaped,107.2,-50.8,-50.8,-0.0015,0.0047,0.2375,-0.0080,0.0364,0.8840,-0.0092,0.0247,0.7067,0.000050,0.000100,,,,,
795,19,escaped,116.2,-51.8,-51.8,0.0002,0.1120,0.1041,-0.0042,0.0499,0.7949,-0.0078,0.1503,0.6950,0.000050,0.000100,,,,,
796,9,escaped,105.2,-50.8,-50.8,-0.0068,569.6616,0.1534,-0.0125,231.3150,0.8341,0.0041,176.6957,0.7153,0.000050,0.000100,,,,,
797,12,escaped,101.9,-51.1,-51.1,-0.0053,427.6333,0.1294,-0.0281,147.0920,0.8647,-0.0193,118.2006,0.6964,0.000050,0.000100,,,,,
798,17,escaped,110.4,-51.6,-51.6,-0.0006,0.0549,0.0881,0.0019,0.3697,0.8273,-0.0183,2.2361,0.6507,0.000050,0.000100,,,,,
799,5,escaped,103.6,-50.4,-50.4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
800,22,escaped,91.6,-52.1,-52.1,-0.0002,45.7234,0.2506,-0.0044,2.6830,0.6595,-0.0064,6.9451,0.6120,0.000050,0.000100,,,,,
801,5,escaped,103.6,-50.4,-50.4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
802,9,escaped,103.2,-50.8,-50.8,-0.0081,13.8816,0.1911,-0.0067,0.0323,0.8212,0.0071,0.0400,0.6872,0.000050,0.000100,,,,,
803,12,escaped,107.9,-51.1,-51.1,0.0000,0.5916,0.0965,0.0024,0.0298,0.8972,-0.0085,0.0178,0.5997,0.000050,0.000100,,,,,
804,20,escaped,111.1,-51.9,-51.9,0.0000,0.1663,0.0776,-0.0020,0.0616,0.8273,0.0023,0.0594,0.6635,0.000050,0.000100,,,,,
805,8,escaped,106.3,-50.7,-50.7,-0.0002,0.0238,0.1244,-0.0091,0.0448,0.8594,-0.0089,0.0391,0.7281,0.000050,0.000100,,,,,
806,20,caught,-90.9,48.1,98.1,0.0002,1049.0212,0.1190,-0.0073,148.2379,0.8310,0.0025,466.0337,0.6426,0.000050,0.000100,,,,,
807,11,escaped,105.0,-51.0,-51.0,0.0079,10.3524,0.1194,-0.0149,0.0323,0.9059,-0.0007,0.0389,0.7003,0.000050,0.000100,,,,,
808,18,escaped,111.3,-51.7,-51.7,-0.0005,0.2537,0.1114,0.0028,0.0735,0.8342,-0.0064,0.0409,0.6818,0.000050,0.000100,,,,,
809,12,escaped,109.9,-51.1,-51.1,-0.0002,0.0278,0.1046,-0.0032,0.0148,0.7798,-0.0161,0.0128,0.7692,0.000050,0.000100,,,,,
810,1,caught,-100.0,100.0,50.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
