episode,ep_reward,ep_length,reached_goal,pg_loss,vf_loss,entropy,clip_frac,lr,ent_coef,eval_avg_reward,eval_success_rate
747,-59.8,200,0,0.0137,9.9833,1.5105,0.183,0.000233,0.01527,,
748,84.4,111,1,-0.0006,65.4260,1.5226,0.000,0.000233,0.01526,,
749,98.3,49,1,0.0007,102.0389,1.4845,0.000,0.000233,0.01526,,
750,65.9,200,1,-0.0025,33.6484,1.4815,0.000,0.000232,0.01525,-156.0,0.00
751,104.0,15,1,-0.0003,296.6579,1.4609,0.000,0.000232,0.01524,,
752,52.2,156,1,0.0056,40.5829,1.3822,0.000,0.000232,0.01524,,
753,107.1,53,1,-0.0005,106.9904,1.4747,0.000,0.000232,0.01523,,
754,54.1,182,1,-0.0006,36.9272,1.3940,0.000,0.000232,0.01522,,
755,98.4,14,1,-0.0016,288.3410,1.4928,0.000,0.000232,0.01522,,
756,-49.4,200,0,0.0301,9.0277,1.3739,0.000,0.000232,0.01521,,
757,94.1,66,1,-0.0058,81.7437,1.4898,0.000,0.000232,0.01521,,
758,101.4,60,1,-0.0003,101.6102,1.4820,0.000,0.000232,0.01520,,
759,86.2,60,1,0.0003,79.8287,1.4723,0.000,0.000232,0.01519,,
760,91.0,83,1,0.0137,61.5712,1.4544,0.000,0.000232,0.01519,,
761,95.0,32,1,0.0003,134.7839,1.5271,0.000,0.000232,0.01518,,
762,83.3,85,1,-0.0300,57.8986,1.4416,0.000,0.000231,0.01517,,
763,95.5,35,1,-0.0024,115.1362,1.4012,0.000,0.000231,0.01517,,
764,82.4,138,1,0.0096,28.6215,1.4806,0.000,0.000231,0.01516,,
765,88.4,79,1,0.0256,47.4281,1.4479,0.000,0.000231,0.01516,,
766,94.1,25,1,0.0015,149.3094,1.2479,0.000,0.000231,0.01515,,
767,-71.0,200,0,-0.0616,13.1452,1.4689,0.000,0.000231,0.01514,,
768,102.7,23,1,-0.0015,201.6023,1.4647,0.000,0.000231,0.01514,,
769,90.1,51,1,-0.0047,90.7092,1.4258,0.000,0.000231,0.01513,,
770,102.7,4,1,0.0000,0.0000,0.0000,0.000,0.000231,0.01512,,
771,100.0,15,1,0.0031,261.3452,1.4911,0.000,0.000231,0.01512,,
772,78.1,98,1,-0.0227,59.5997,1.4292,0.000,0.000231,0.01511,,
773,-72.5,200,0,0.0278,17.7245,1.4498,0.000,0.000230,0.01510,,
774,-68.0,200,0,0.0094,8.7149,1.4535,0.033,0.000230,0.01510,,
775,-60.9,200,0,-0.0107,10.0066,1.3674,0.040,0.000230,0.01509,,
776,101.3,34,1,0.0000,143.3466,1.4529,0.000,0.000230,0.01509,,
777,55.3,173,1,0.0148,31.9672,1.3703,0.000,0.000230,0.01508,,
778,95.1,76,1,-0.0410,75.8741,1.4388,0.000,0.000230,0.01507,,
779,109.0,45,1,0.0001,135.0730,1.4430,0.000,0.000230,0.01507,,
780,60.7,164,1,-0.0118,42.1695,1.4697,0.000,0.000230,0.01506,,
781,71.9,113,1,0.0054,44.7002,1.4248,0.000,0.000230,0.01505,,
782,99.7,11,1,0.0015,352.0515,1.3946,0.000,0.000230,0.01505,,
783,86.8,142,1,0.0161,37.2118,1.4680,0.000,0.000230,0.01504,,
784,103.3,12,1,-0.0023,327.3505,1.4428,0.000,0.000229,0.01503,,
785,-46.4,200,0,0.0152,21.4932,1.4193,0.024,0.000229,0.01503,,
786,-73.5,200,0,-0.0431,13.0467,1.3795,0.001,0.000229,0.01502,,
787,97.7,28,1,0.0019,150.9347,1.3644,0.000,0.000229,0.01502,,
788,93.4,47,1,0.0001,106.1607,1.3313,0.000,0.000229,0.01501,,
789,100.6,40,1,-0.0008,137.0570,1.4488,0.000,0.000229,0.01500,,
790,69.2,111,1,0.0091,48.3468,1.3712,0.000,0.000229,0.01500,,
791,69.9,134,1,0.0009,43.4411,1.3889,0.000,0.000229,0.01499,,
792,98.0,26,1,-0.0014,158.2529,1.3730,0.000,0.000229,0.01498,,
793,-52.4,200,0,0.0023,10.0546,1.4002,0.000,0.000229,0.01498,,
794,97.6,50,1,0.0002,103.9573,1.3998,0.000,0.000229,0.01497,,
795,106.4,28,1,0.0001,205.6403,1.4303,0.000,0.000228,0.01496,,
796,63.5,166,1,-0.0135,40.9011,1.3901,0.000,0.000228,0.01496,,
797,92.3,64,1,-0.0005,90.1715,1.4134,0.000,0.000228,0.01495,,
798,77.1,109,1,-0.0134,55.8935,1.4137,0.000,0.000228,0.01495,,
799,95.7,61,1,-0.0013,82.8408,1.4552,0.000,0.000228,0.01494,,
800,65.2,200,1,-0.0026,35.8481,1.4434,0.003,0.000228,0.01493,-43.1,0.40
801,97.2,50,1,0.0008,97.8333,1.4025,0.000,0.000228,0.01493,,
802,-64.5,200,0,0.0058,9.2488,1.4608,0.043,0.000228,0.01492,,
803,91.1,80,1,-0.0174,66.0828,1.4480,0.000,0.000228,0.01491,,
804,-55.9,200,0,-0.1182,15.0201,1.5146,0.013,0.000228,0.01491,,
805,79.9,59,1,0.0006,84.9892,1.4787,0.000,0.000228,0.01490,,
806,99.0,50,1,-0.0003,96.1101,1.4562,0.000,0.000227,0.01490,,
807,76.5,73,1,-0.0281,90.2225,1.4695,0.000,0.000227,0.01489,,
808,97.8,25,1,-0.0002,159.6705,1.4414,0.000,0.000227,0.01488,,
809,98.7,4,1,0.0000,0.0000,0.0000,0.000,0.000227,0.01488,,
810,-57.1,200,0,-0.0046,10.3669,1.3948,0.000,0.000227,0.01487,,
811,80.6,81,1,-0.0198,61.3050,1.4750,0.000,0.000227,0.01486,,
812,68.0,177,1,0.0006,28.5795,1.4275,0.000,0.000227,0.01486,,
813,101.0,8,1,0.0002,458.2721,1.4977,0.000,0.000227,0.01485,,
814,57.4,113,1,-0.0072,52.3976,1.4632,0.000,0.000227,0.01484,,
815,97.0,39,1,-0.0002,118.5343,1.3113,0.000,0.000227,0.01484,,
816,76.5,106,1,-0.0035,84.1728,1.4914,0.000,0.000227,0.01483,,
817,78.4,131,1,0.0045,43.4045,1.4906,0.000,0.000226,0.01483,,
818,61.6,124,1,0.0006,49.4732,1.4415,0.000,0.000226,0.01482,,
819,34.0,149,1,-0.0226,59.2051,1.4876,0.000,0.000226,0.01481,,
820,106.7,32,1,-0.0001,181.2812,1.4606,0.000,0.000226,0.01481,,
821,102.3,44,1,0.0003,121.6558,1.4962,0.000,0.000226,0.01480,,
822,84.9,49,1,-0.0011,89.7200,1.4343,0.000,0.000226,0.01479,,
823,99.0,16,1,0.0002,229.4345,1.3546,0.000,0.000226,0.01479,,
824,88.9,63,1,-0.0020,74.2797,1.4572,0.000,0.000226,0.01478,,
825,93.7,49,1,-0.0004,93.6091,1.3916,0.000,0.000226,0.01477,,
826,94.4,44,1,-0.0012,106.8864,1.4921,0.000,0.000226,0.01477,,
827,98.7,38,1,-0.0026,120.1178,1.4803,0.000,0.000226,0.01476,,
828,96.7,40,1,0.0003,114.0533,1.4514,0.000,0.000225,0.01476,,
829,96.4,36,1,-0.0021,115.5850,1.4467,0.000,0.000225,0.01475,,
830,-74.3,200,0,-0.0482,13.7161,1.4576,0.000,0.000225,0.01474,,
831,102.6,31,1,0.0007,152.4691,1.4322,0.000,0.000225,0.01474,,
832,103.0,36,1,-0.0002,135.0997,1.4099,0.000,0.000225,0.01473,,
833,85.6,94,1,0.0124,38.9724,1.5281,0.000,0.000225,0.01472,,
834,101.6,16,1,0.0004,232.5299,1.4220,0.000,0.000225,0.01472,,
835,95.3,81,1,0.0439,49.0584,1.5300,0.000,0.000225,0.01471,,
836,55.5,122,1,-0.0004,62.9074,1.3982,0.000,0.000225,0.01471,,
837,75.1,92,1,-0.0251,56.8821,1.4290,0.000,0.000225,0.01470,,
838,87.2,62,1,-0.0047,87.4605,1.3775,0.000,0.000225,0.01469,,
839,98.2,32,1,0.0019,131.6158,1.4362,0.000,0.000224,0.01469,,
840,95.7,64,1,0.0004,81.6844,1.4651,0.000,0.000224,0.01468,,
841,98.5,11,1,-0.0013,325.9203,1.3809,0.000,0.000224,0.01467,,
842,84.6,112,1,0.0131,39.2695,1.4585,0.000,0.000224,0.01467,,
843,96.5,23,1,-0.0013,175.7646,1.2629,0.000,0.000224,0.01466,,
844,92.6,70,1,0.0510,41.3284,1.4186,0.000,0.000224,0.01465,,
845,99.9,45,1,-0.0005,108.4023,1.4672,0.000,0.000224,0.01465,,
846,102.0,26,1,-0.0023,155.9362,1.3905,0.000,0.000224,0.01464,,
847,-55.7,200,0,-0.0112,7.8960,1.4843,0.000,0.000224,0.01464,,
848,-67.9,200,0,-0.0034,7.0140,1.4416,0.044,0.000224,0.01463,,
849,103.2,17,1,-0.0009,225.2189,1.3866,0.000,0.000224,0.01462,,
850,100.2,4,1,-0.0014,182.7728,1.4631,0.000,0.000223,0.01462,-132.6,0.10
851,97.9,34,1,-0.0027,138.1420,1.4708,0.000,0.000223,0.01461,,
852,76.5,123,1,-0.0023,40.6398,1.5139,0.000,0.000223,0.01460,,
853,100.0,1,1,0.0000,0.0000,0.0000,0.000,0.000223,0.01460,,
854,102.0,20,1,0.0023,197.8799,1.4291,0.000,0.000223,0.01459,,
855,92.3,80,1,-0.0331,72.3635,1.4875,0.000,0.000223,0.01459,,
856,43.3,162,1,0.0153,36.1426,1.3674,0.000,0.000223,0.01458,,
857,65.9,83,1,-0.0252,87.7975,1.3310,0.000,0.000223,0.01457,,
858,99.9,48,1,0.0001,87.0421,1.3576,0.000,0.000223,0.01457,,
859,106.6,51,1,-0.0004,89.7969,1.4405,0.000,0.000223,0.01456,,
860,104.2,30,1,0.0004,140.9048,1.3540,0.000,0.000223,0.01455,,
861,57.8,85,1,0.0508,46.6319,1.2934,0.000,0.000223,0.01455,,
862,-97.5,200,0,-0.0137,17.9463,1.3019,0.008,0.000222,0.01454,,
863,101.6,5,1,0.0000,0.0000,0.0000,0.000,0.000222,0.01453,,
864,106.9,57,1,0.0001,84.8622,1.4675,0.000,0.000222,0.01453,,
865,63.1,144,1,-0.0402,52.4608,1.3186,0.000,0.000222,0.01452,,
866,102.8,10,1,0.0005,387.4754,1.3124,0.000,0.000222,0.01452,,
867,56.4,115,1,-0.0049,53.6327,1.3137,0.000,0.000222,0.01451,,
868,98.8,18,1,0.0006,216.6358,1.3534,0.000,0.000222,0.01450,,
869,102.4,31,1,0.0002,167.6587,1.2209,0.000,0.000222,0.01450,,
870,63.7,101,1,-0.0036,53.4004,1.4980,0.000,0.000222,0.01449,,
871,95.4,29,1,-0.0019,136.6596,1.3963,0.000,0.000222,0.01448,,
872,86.8,83,1,0.0053,51.5444,1.4251,0.000,0.000222,0.01448,,
873,73.8,132,1,-0.0067,38.2013,1.4555,0.000,0.000221,0.01447,,
874,-37.8,200,0,-0.0477,7.1862,1.4292,0.102,0.000221,0.01446,,
875,104.1,7,1,0.0000,0.0000,0.0000,0.000,0.000221,0.01446,,
876,103.4,7,1,0.0000,0.0000,0.0000,0.000,0.000221,0.01445,,
877,61.3,161,1,-0.0069,32.0693,1.3325,0.000,0.000221,0.01445,,
878,-91.5,200,0,-0.0318,15.2881,1.2469,0.000,0.000221,0.01444,,
879,107.7,42,1,-0.0002,126.8303,1.3899,0.000,0.000221,0.01443,,
880,74.8,110,1,-0.0042,46.7691,1.3980,0.000,0.000221,0.01443,,
881,99.5,21,1,-0.0044,207.8083,1.3615,0.000,0.000221,0.01442,,
882,110.1,24,1,-0.0046,220.9863,1.4174,0.000,0.000221,0.01441,,
883,98.9,19,1,-0.0068,221.4214,1.3663,0.000,0.000221,0.01441,,
884,101.8,17,1,0.0016,220.2022,1.3701,0.000,0.000220,0.01440,,
885,96.3,49,1,-0.0012,85.5085,1.4705,0.000,0.000220,0.01440,,
886,109.7,28,1,0.0015,165.9452,1.3750,0.000,0.000220,0.01439,,
887,70.4,132,1,-0.0163,40.1932,1.4994,0.000,0.000220,0.01438,,
888,110.0,15,1,0.0037,281.3807,1.4077,0.000,0.000220,0.01438,,
889,95.8,34,1,0.0020,108.2700,1.3301,0.000,0.000220,0.01437,,
890,79.7,73,1,-0.1096,127.7758,1.3298,0.000,0.000220,0.01436,,
891,97.5,13,1,-0.0035,270.6068,1.2658,0.000,0.000220,0.01436,,
892,77.6,95,1,-0.0189,55.8876,1.3357,0.000,0.000220,0.01435,,
893,84.0,57,1,0.0012,83.9322,1.3795,0.000,0.000220,0.01434,,
894,99.6,16,1,0.0000,226.9216,1.3547,0.000,0.000220,0.01434,,
895,105.4,52,1,-0.0005,82.4356,1.4511,0.000,0.000219,0.01433,,
896,104.4,25,1,0.0000,181.0847,1.3809,0.000,0.000219,0.01433,,
897,100.9,42,1,-0.0001,105.8660,1.2707,0.000,0.000219,0.01432,,
898,104.5,20,1,-0.0008,198.3102,1.4041,0.000,0.000219,0.01431,,
899,99.9,6,1,0.0000,0.0000,0.0000,0.000,0.000219,0.01431,,
900,69.3,200,1,0.0002,36.7599,1.3632,0.000,0.000219,0.01430,-212.4,0.00
901,109.1,14,1,0.0001,291.5813,1.3953,0.000,0.000219,0.01429,,
902,102.7,46,1,-0.0004,87.7960,1.3069,0.000,0.000219,0.01429,,
903,96.6,9,1,0.0006,386.5347,1.3920,0.000,0.000219,0.01428,,
904,100.7,18,1,-0.0011,188.1122,1.2618,0.000,0.000219,0.01427,,
905,94.1,21,1,0.0007,180.6141,1.3250,0.000,0.000219,0.01427,,
906,96.8,35,1,-0.0002,133.0816,1.3271,0.000,0.000218,0.01426,,
907,99.0,47,1,-0.0001,98.1868,1.4210,0.000,0.000218,0.01426,,
908,64.1,131,1,0.0095,33.5520,1.3248,0.000,0.000218,0.01425,,
909,105.5,13,1,-0.0050,299.2181,1.2993,0.000,0.000218,0.01424,,
910,86.8,35,1,0.0021,131.0854,1.3868,0.000,0.000218,0.01424,,
911,100.8,24,1,-0.0026,175.8497,1.3178,0.000,0.000218,0.01423,,
912,90.4,45,1,-0.0057,92.5732,1.3105,0.000,0.000218,0.01422,,
913,100.4,53,1,0.0036,81.0329,1.4305,0.000,0.000218,0.01422,,
914,102.6,20,1,0.0015,186.8222,1.4091,0.000,0.000218,0.01421,,
915,91.6,74,1,0.0318,39.9800,1.4832,0.000,0.000218,0.01421,,
916,97.2,17,1,-0.0030,232.2987,1.1814,0.000,0.000218,0.01420,,
917,33.9,147,1,-0.0393,45.3567,1.3250,0.000,0.000217,0.01419,,
918,47.6,129,1,-0.0042,46.6477,1.3074,0.000,0.000217,0.01419,,
919,107.9,12,1,-0.0020,319.0034,1.3454,0.000,0.000217,0.01418,,
920,93.2,51,1,-0.0004,79.9188,1.4013,0.000,0.000217,0.01417,,
921,101.5,10,1,-0.0001,359.3264,1.2160,0.000,0.000217,0.01417,,
922,82.9,58,1,-0.0004,68.7794,1.3194,0.000,0.000217,0.01416,,
923,65.2,99,1,-0.0256,53.1757,1.4814,0.000,0.000217,0.01415,,
924,95.9,45,1,-0.0010,83.4401,1.4669,0.000,0.000217,0.01415,,
925,-53.6,200,0,0.0454,8.9085,1.5354,0.171,0.000217,0.01414,,
926,80.9,55,1,-0.0007,84.1723,1.3357,0.000,0.000217,0.01414,,
927,109.4,40,1,0.0005,135.2397,1.3858,0.000,0.000217,0.01413,,
928,97.5,52,1,-0.0009,75.8057,1.3843,0.000,0.000216,0.01412,,
929,90.8,33,1,-0.0014,132.9727,1.2992,0.000,0.000216,0.01412,,
930,98.2,33,1,-0.0000,133.2609,1.1643,0.000,0.000216,0.01411,,
931,104.9,35,1,-0.0004,121.8754,1.4230,0.000,0.000216,0.01410,,
932,106.9,19,1,-0.0002,208.7208,1.3058,0.000,0.000216,0.01410,,
933,86.9,88,1,0.0245,44.4087,1.3882,0.000,0.000216,0.01409,,
934,101.9,20,1,0.0008,183.2242,1.2770,0.000,0.000216,0.01408,,
935,102.5,6,1,0.0000,0.0000,0.0000,0.000,0.000216,0.01408,,
936,84.0,68,1,0.0005,71.5068,1.3613,0.000,0.000216,0.01407,,
937,100.5,3,1,0.0000,0.0000,0.0000,0.000,0.000216,0.01407,,
938,103.3,34,1,-0.0002,133.6942,1.4132,0.000,0.000216,0.01406,,
939,91.1,20,1,-0.0001,177.2810,1.2341,0.000,0.000215,0.01405,,
940,107.9,20,1,-0.0001,194.7128,1.3934,0.000,0.000215,0.01405,,
941,96.3,39,1,-0.0012,113.6787,1.2973,0.000,0.000215,0.01404,,
942,84.7,79,1,-0.0423,93.1991,1.3255,0.000,0.000215,0.01403,,
943,102.3,52,1,-0.0003,71.4402,1.4126,0.000,0.000215,0.01403,,
944,100.9,2,1,0.0000,0.0000,0.0000,0.000,0.000215,0.01402,,
945,52.1,138,1,0.0599,33.7207,1.3223,0.000,0.000215,0.01401,,
946,66.9,112,1,0.0089,45.8384,1.4310,0.000,0.000215,0.01401,,
947,84.0,52,1,0.0009,77.4614,1.3351,0.000,0.000215,0.01400,,
948,102.1,34,1,0.0003,117.8087,1.4313,0.000,0.000215,0.01400,,
949,92.7,74,1,-0.0544,62.1937,1.4346,0.000,0.000215,0.01399,,
950,85.3,200,1,-0.0010,59.0828,1.4290,0.000,0.000215,0.01398,-120.5,0.20
951,61.0,125,1,0.0000,50.4707,1.3582,0.000,0.000214,0.01398,,
952,97.8,28,1,0.0002,127.7075,1.3683,0.000,0.000214,0.01397,,
953,75.2,117,1,-0.0041,42.8619,1.4148,0.000,0.000214,0.01396,,
954,105.5,13,1,-0.0023,272.8362,1.3339,0.000,0.000214,0.01396,,
955,79.5,107,1,0.0130,36.3441,1.3628,0.000,0.000214,0.01395,,
956,55.5,115,1,-0.0030,48.3631,1.2808,0.000,0.000214,0.01395,,
957,107.6,39,1,-0.0012,108.8795,1.3781,0.000,0.000214,0.01394,,
958,103.1,14,1,-0.0057,296.1663,1.0539,0.000,0.000214,0.01393,,
959,94.8,55,1,0.0010,60.5715,1.3906,0.000,0.000214,0.01393,,
960,-80.6,200,0,0.0082,16.0285,1.3618,0.000,0.000214,0.01392,,
961,103.7,33,1,-0.0012,133.3891,1.3375,0.000,0.000214,0.01391,,
962,94.4,75,1,0.0366,37.4238,1.4018,0.000,0.000213,0.01391,,
963,103.8,17,1,0.0008,195.8863,1.2720,0.000,0.000213,0.01390,,
964,94.8,63,1,-0.0005,56.9670,1.4144,0.000,0.000213,0.01389,,
965,80.4,89,1,-0.0005,46.9083,1.4439,0.000,0.000213,0.01389,,
966,109.0,33,1,0.0019,130.7556,1.3350,0.000,0.000213,0.01388,,
967,99.9,9,1,0.0037,368.3125,1.2156,0.000,0.000213,0.01388,,
968,105.2,9,1,0.0043,409.6645,1.1061,0.000,0.000213,0.01387,,
969,-99.0,200,0,0.0741,24.5145,1.2444,0.000,0.000213,0.01386,,
970,99.4,51,1,-0.0006,79.0824,1.3979,0.000,0.000213,0.01386,,
971,102.5,6,1,0.0000,0.0000,0.0000,0.000,0.000213,0.01385,,
972,104.8,10,1,-0.0001,340.3451,1.2164,0.000,0.000213,0.01384,,
973,100.6,12,1,-0.0009,277.5915,1.2143,0.000,0.000212,0.01384,,
974,50.8,129,1,-0.0024,43.9784,1.1871,0.000,0.000212,0.01383,,
975,96.3,8,1,-0.0007,380.7533,1.2851,0.000,0.000212,0.01383,,
976,101.8,3,1,0.0000,0.0000,0.0000,0.000,0.000212,0.01382,,
977,105.5,21,1,-0.0004,183.1855,1.3358,0.000,0.000212,0.01381,,
978,77.4,78,1,-0.0771,94.3790,1.1847,0.000,0.000212,0.01381,,
979,93.1,76,1,-0.0642,79.8258,1.4530,0.000,0.000212,0.01380,,
980,100.3,64,1,0.0001,76.1667,1.4892,0.000,0.000212,0.01379,,
981,102.4,11,1,-0.0025,341.3637,1.0018,0.000,0.000212,0.01379,,
982,61.2,121,1,-0.0070,43.0851,1.4199,0.000,0.000212,0.01378,,
983,90.8,38,1,0.0007,111.2323,1.2854,0.000,0.000212,0.01377,,
984,76.9,67,1,0.0165,61.3239,1.2313,0.000,0.000211,0.01377,,
985,87.0,22,1,-0.0011,157.7641,1.2209,0.000,0.000211,0.01376,,
986,102.3,8,1,-0.0008,433.9158,1.0621,0.000,0.000211,0.01376,,
987,102.7,4,1,0.0000,0.0000,0.0000,0.000,0.000211,0.01375,,
988,90.1,60,1,-0.0004,61.1457,1.3847,0.000,0.000211,0.01374,,
989,70.7,69,1,0.0250,57.1903,1.3519,0.000,0.000211,0.01374,,
990,-117.2,200,0,-0.0365,30.4286,1.2324,0.010,0.000211,0.01373,,
991,26.0,138,1,0.0270,43.6763,1.4387,0.008,0.000211,0.01372,,
992,107.7,11,1,-0.0023,315.9617,1.3855,0.000,0.000211,0.01372,,
993,104.3,33,1,-0.0005,112.7418,1.4392,0.000,0.000211,0.01371,,
994,81.7,111,1,0.0023,40.7518,1.4908,0.000,0.000211,0.01370,,
995,98.8,10,1,0.0015,323.5293,1.1836,0.000,0.000210,0.01370,,
996,101.5,13,1,0.0018,291.6998,1.0834,0.000,0.000210,0.01369,,
997,83.9,82,1,-0.0011,62.8941,1.4322,0.000,0.000210,0.01369,,
998,99.0,36,1,-0.0006,94.1101,1.4008,0.000,0.000210,0.01368,,
999,87.3,77,1,-0.0060,43.7985,1.3636,0.000,0.000210,0.01367,,
1000,107.2,200,1,-0.0001,176.5831,1.3880,0.000,0.000210,0.01367,-85.3,0.40
1001,100.0,1,1,0.0000,0.0000,0.0000,0.000,0.000210,0.01366,,
1002,79.4,44,1,0.0003,113.3991,1.3079,0.000,0.000210,0.01365,,
1003,100.5,37,1,-0.0004,90.4537,1.3951,0.000,0.000210,0.01365,,
1004,79.0,79,1,0.0308,39.0833,1.2959,0.000,0.000210,0.01364,,
1005,99.1,36,1,-0.0034,112.7028,1.3137,0.000,0.000210,0.01364,,
1006,97.3,15,1,0.0017,259.1480,1.1577,0.000,0.000209,0.01363,,
1007,107.1,31,1,-0.0001,120.3708,1.4566,0.000,0.000209,0.01362,,
1008,102.7,12,1,-0.0010,282.1360,1.2694,0.000,0.000209,0.01362,,
1009,105.0,61,1,-0.0003,70.6104,1.4242,0.000,0.000209,0.01361,,
1010,102.8,10,1,0.0007,292.2334,1.3265,0.000,0.000209,0.01360,,
1011,86.6,74,1,-0.0046,69.5704,1.2324,0.000,0.000209,0.01360,,
1012,89.9,34,1,0.0001,103.0984,1.3413,0.000,0.000209,0.01359,,
1013,100.0,1,1,0.0000,0.0000,0.0000,0.000,0.000209,0.01358,,
1014,98.3,50,1,-0.0016,82.9739,1.3920,0.000,0.000209,0.01358,,
1015,96.5,41,1,-0.0031,110.6830,1.3862,0.000,0.000209,0.01357,,
1016,99.6,5,1,0.0000,0.0000,0.0000,0.000,0.000209,0.01357,,
1017,85.5,80,1,0.0379,28.6306,1.4057,0.000,0.000208,0.01356,,
1018,102.8,27,1,-0.0001,117.2063,1.3698,0.000,0.000208,0.01355,,
1019,79.4,124,1,0.0019,31.5931,1.3844,0.000,0.000208,0.01355,,
1020,106.8,10,1,-0.0003,310.4424,1.2487,0.000,0.000208,0.01354,,
1021,105.4,18,1,-0.0005,170.6954,1.2916,0.000,0.000208,0.01353,,
1022,79.7,59,1,0.0001,63.9316,1.2560,0.000,0.000208,0.01353,,
1023,80.5,101,1,-0.0089,39.5590,1.3659,0.000,0.000208,0.01352,,
1024,102.8,7,1,0.0000,0.0000,0.0000,0.000,0.000208,0.01351,,
1025,108.0,43,1,-0.0001,88.0578,1.4612,0.000,0.000208,0.01351,,
1026,108.5,31,1,-0.0003,138.2971,1.3758,0.000,0.000208,0.01350,,
1027,106.8,35,1,-0.0010,118.9013,1.3265,0.000,0.000208,0.01350,,
1028,103.7,19,1,-0.0000,175.6257,1.2639,0.000,0.000207,0.01349,,
1029,78.3,75,1,0.0333,44.9936,1.4274,0.000,0.000207,0.01348,,
1030,78.2,115,1,0.0049,38.2396,1.2752,0.000,0.000207,0.01348,,
1031,96.5,48,1,-0.0001,71.3516,1.4041,0.000,0.000207,0.01347,,
1032,91.2,29,1,-0.0005,109.0441,1.1836,0.000,0.000207,0.01346,,
1033,67.2,91,1,-0.0552,64.5806,1.2497,0.000,0.000207,0.01346,,
1034,92.3,72,1,-0.0509,61.7583,1.4460,0.000,0.000207,0.01345,,
1035,79.4,58,1,-0.0004,99.0227,1.2747,0.000,0.000207,0.01345,,
1036,102.9,19,1,0.0007,168.6627,1.1802,0.000,0.000207,0.01344,,
1037,105.0,22,1,-0.0004,166.6021,1.2264,0.000,0.000207,0.01343,,
1038,103.2,20,1,-0.0006,182.7004,1.1157,0.000,0.000207,0.01343,,
1039,101.5,10,1,0.0015,276.3116,1.2440,0.000,0.000206,0.01342,,
1040,111.2,34,1,0.0000,110.3594,1.3246,0.000,0.000206,0.01341,,
1041,67.5,76,1,-0.0618,106.5368,1.3075,0.000,0.000206,0.01341,,
1042,106.2,30,1,-0.0015,105.3208,1.3136,0.000,0.000206,0.01340,,
1043,-97.6,200,0,-0.0074,27.2069,1.2553,0.000,0.000206,0.01339,,
1044,92.6,49,1,-0.0012,72.1179,1.1923,0.000,0.000206,0.01339,,
1045,91.7,67,1,-0.0085,67.8788,1.2767,0.000,0.000206,0.01338,,
1046,86.4,104,1,-0.0059,44.1671,1.2616,0.000,0.000206,0.01338,,
1047,45.0,121,1,0.0002,78.1643,1.2974,0.000,0.000206,0.01337,,
1048,104.7,55,1,0.0001,73.3778,1.3538,0.000,0.000206,0.01336,,
1049,80.9,78,1,-0.0187,73.7910,1.3181,0.000,0.000206,0.01336,,
1050,101.6,200,1,0.0000,0.0000,0.0000,0.000,0.000206,0.01335,-117.5,0.30
1051,98.7,49,1,-0.0001,71.6665,1.2526,0.000,0.000205,0.01334,,
1052,101.9,29,1,0.0001,126.0542,1.2480,0.000,0.000205,0.01334,,
1053,100.0,1,1,0.0000,0.0000,0.0000,0.000,0.000205,0.01333,,
1054,105.0,11,1,0.0015,330.5849,0.9933,0.000,0.000205,0.01332,,
1055,103.0,8,1,-0.0002,372.4038,0.9108,0.000,0.000205,0.01332,,
1056,105.6,25,1,0.0002,147.5809,1.2614,0.000,0.000205,0.01331,,
1057,97.5,27,1,-0.0008,126.0750,1.3066,0.000,0.000205,0.01331,,
1058,86.7,41,1,0.0006,89.4944,1.2185,0.000,0.000205,0.01330,,
1059,95.3,12,1,-0.0027,261.0038,1.2607,0.000,0.000205,0.01329,,
1060,111.9,37,1,-0.0014,104.2022,1.3985,0.000,0.000205,0.01329,,
1061,28.0,174,1,-0.0065,74.7503,1.3306,0.000,0.000205,0.01328,,
1062,104.3,39,1,-0.0010,82.0461,1.3741,0.000,0.000204,0.01327,,
1063,106.7,15,1,0.0006,206.8585,1.2443,0.000,0.000204,0.01327,,
1064,109.5,61,1,-0.0003,58.9229,1.3986,0.000,0.000204,0.01326,,
1065,112.5,34,1,0.0002,111.6183,1.3820,0.000,0.000204,0.01326,,
1066,71.8,43,1,-0.0000,140.7629,1.2972,0.000,0.000204,0.01325,,
1067,105.3,15,1,-0.0010,217.2676,1.1361,0.000,0.000204,0.01324,,
1068,89.7,62,1,-0.0005,53.4288,1.2700,0.000,0.000204,0.01324,,
1069,101.4,7,1,0.0000,0.0000,0.0000,0.000,0.000204,0.01323,,
1070,95.4,35,1,0.0004,81.7392,1.3909,0.000,0.000204,0.01322,,
1071,101.9,9,1,0.0001,304.0937,1.1748,0.000,0.000204,0.01322,,
1072,99.8,45,1,-0.0004,61.2148,1.4275,0.000,0.000204,0.01321,,
1073,71.2,105,1,-0.0006,37.4175,1.4124,0.000,0.000203,0.01320,,
1074,100.2,19,1,-0.0010,165.6304,1.2217,0.000,0.000203,0.01320,,
1075,103.8,17,1,-0.0011,163.6309,1.3416,0.000,0.000203,0.01319,,
1076,80.7,89,1,-0.0265,49.0709,1.2760,0.000,0.000203,0.01319,,
1077,104.1,10,1,-0.0011,269.4180,1.1111,0.000,0.000203,0.01318,,
